ITER,CYCL,LOOP,ERR,V,T5,TA,TB,S1_B1,S3_B1,SINT_B1,SEQV_B1,E1_B1,E3_B1,EPTOINT_B1,EPTOEQV_B1,S1_D,S3_D,SINT_D,SEQV_D,E1_D,E3_D,EPTOINT_D,EPTOEQV_D,S1_B2,S3_B2,SINT_B2,SEQV_B2,E1_B2,E3_B2,EPTOINT_B2,EPTOEQV_B2,DOF_27387,DOF_88479
1,1,1556,0,999.7958694,678.8287914,228.7193949,505.4577593,684.6190547,-156.8052112,841.4242658,730.3234575,0.004138306908,-0.002747539158,0.006885846067,0.004539098935,996.078996,-56.80271318,1052.881709,942.432515,0.005758350005,-0.002720828794,0.008479178799,0.005768640346,389.4863824,-338.7736987,728.2600811,632.2598234,0.002946112569,-0.003006375482,0.005952488051,0.003943358999,0.9977821893,0.3061560283
1,1,1557,0,1011.816571,657.4645118,226.3633016,506.5328095,674.5003282,-154.8536083,829.3539365,720.6917168,0.004101467722,-0.002687152092,0.006788619814,0.004480256671,997.5735859,-56.57101133,1054.144597,943.9794394,0.005770180008,-0.002720879362,0.00849105937,0.005779201432,384.4312464,-336.1413151,720.5725614,624.84654,0.002937625483,-0.002953611996,0.005891237479,0.003898326302,0.9920138636,0.3095019739
1,1,1558,0,1034.488923,652.3695572,233.0526305,512.7834899,693.2345621,-143.9174398,837.152002,728.6149455,0.004202459493,-0.002666536224,0.006868995717,0.004539422676,1025.646045,-51.21713582,1076.863181,965.2552704,0.005929910346,-0.00276565927,0.008695569616,0.005923229281,396.4168049,-335.8091509,732.2259558,634.479489,0.003027543417,-0.002973579723,0.00600112314,0.003967852892,1.012263977,0.3303179432
1,1,1559,0,1033.434352,637.5734281,235.4357863,491.1863602,700.0046637,-88.05103415,788.0556979,687.48812,0.004061716191,-0.002351455646,0.006413171837,0.004248854068,1020.847939,-18.19197427,1039.039913,937.6745417,0.005801441054,-0.002532313113,0.008333754168,0.005717797443,415.1024833,-299.7512194,714.8537027,619.201546,0.003012178132,-0.00279897669,0.005811154823,0.00384451082,0.981749182,0.3036738971
1,1,1560,0,997.9962934,643.862572,228.947271,495.2214201,659.9423366,-134.498453,794.4407896,690.6852258,0.003951947893,-0.002522749147,0.00647469704,0.004275686119,970.0694725,-47.53362137,1017.603094,913.114204,0.005581794734,-0.002586000472,0.008167795206,0.005571777973,378.6418139,-318.0307565,696.6725705,604.0211357,0.002847969664,-0.002823512725,0.005671482389,0.003753790047,0.9689842186,0.2932612867
1,1,1561,0,984.1653164,673.4336238,235.7167199,506.7140472,660.1048172,-166.229517,826.3343342,716.9286153,0.004028992144,-0.002736808434,0.006765800578,0.004458548219,971.3932753,-63.6247302,1035.018006,925.0400783,0.005636727301,-0.002705748506,0.008342475807,0.005666705177,373.1843923,-336.5663947,709.750787,616.3517239,0.002853830258,-0.002950498761,0.005804329019,0.003845809614,0.9963410121,0.3098637578
1,1,1562,0,1045.358791,646.8717148,225.2392405,499.73672,714.7202377,-108.3694422,823.0896799,717.5197771,0.004208615975,-0.002510951605,0.006719567579,0.004447972025,1041.828012,-29.86342703,1071.691439,964.9628546,0.005954534563,-0.002658073638,0.008612608202,0.005895141735,416.5821724,-319.3902511,735.9724235,637.5617813,0.003080170493,-0.002921295932,0.006001466426,0.003969209737,0.9924965112,0.3093719934
1,1,1563,0,1024.919866,648.6028071,236.8078152,509.8240667,681.8160634,-140.7757074,822.5917708,715.8585751,0.004124887785,-0.002617169119,0.006742056904,0.004455247721,1008.212266,-50.57207507,1058.784341,949.0974701,0.005826299144,-0.002717039522,0.008543338666,0.00582008636,390.5504652,-329.9246185,720.4750837,624.3231282,0.002975400966,-0.002923019066,0.005898420031,0.003900450695,1.006256126,0.3270862702
1,1,1564,0,1020.381051,642.5200111,234.9121279,496.5975227,685.0382865,-112.2140933,797.2523798,694.35666,0.004044494092,-0.002456906311,0.006501400402,0.004300038309,999.3652784,-35.26817689,1034.633455,930.5508592,0.005724574411,-0.00258681508,0.00831138949,0.005682673945,398.1826905,-311.9927691,710.1754595,615.3452326,0.002951399402,-0.002833510755,0.005784910157,0.003826955415,0.9843462443,0.3065510955
1,1,1565,0,1024.730807,671.2863793,231.7560459,484.0201416,729.387837,-78.71581275,808.1036497,703.341192,0.004152692745,-0.002407336202,0.006560028947,0.004336377148,1034.399018,-4.390568894,1038.789586,938.6646908,0.005832590744,-0.002489392351,0.008321983095,0.005717292323,435.5188527,-299.2252357,734.7440883,637.0147662,0.003074206281,-0.002883383778,0.005957590059,0.003945844831,0.9823852774,0.2876364722
1,1,1566,0,1004.799333,649.3706659,238.5320974,502.5263738,667.2124837,-136.6151329,803.8276165,698.9669126,0.00401092957,-0.002559316545,0.006570246114,0.004338815962,979.715207,-49.47834794,1029.193555,922.7258928,0.005651995023,-0.002633654091,0.008285649114,0.005646280655,382.4505499,-321.8450419,704.2955918,610.5598623,0.002889624325,-0.002860635359,0.005750259683,0.003804765713,0.9911071872,0.3131297492
1,1,1567,0,1015.898237,685.3941137,237.4503932,500.9671481,720.0384544,-119.4932901,839.5317445,729.4688721,0.00422789081,-0.002631910388,0.006859801198,0.004525838812,1022.818578,-36.31643104,1059.135009,951.5353317,0.005860667316,-0.002661093861,0.008521761177,0.005819489357,415.9572585,-325.1204558,741.0777143,643.0375773,0.003048344953,-0.002999730469,0.006048075422,0.004005807694,1.009850188,0.312162573
1,1,1568,0,1013.96912,656.3617391,226.4727298,512.7512545,668.5413209,-169.6122632,838.1535841,728.1906721,0.004120651621,-0.002756115044,0.006876766665,0.004537555298,1001.713322,-64.46393345,1066.177255,953.3270361,0.005819728534,-0.002785838465,0.008605567,0.005847603898,377.7477038,-343.5354221,721.2831259,625.4242169,0.002932781373,-0.002978080319,0.005910861692,0.003910111791,0.9997494515,0.3185304901
